"id","State_Code","County_Code","FIPS_Code","states","Location","Percentage of persons below 150% poverty estimate MOE","Percentage of persons below 150% poverty estimate"
1,4,4013,4013116733,"Arizona","Census Tract 1167.33, Maricopa County, Arizona",0.0,100.0
