"id","State_Code","County_Code","FIPS_Code","states","Location","Percentage of persons below 150% poverty estimate MOE","Percentage of persons below 150% poverty estimate"
58,1,1081,1081040700,"Alabama","Census Tract 407, Lee County, Alabama",8.1,93.7
