"id","State_Code","County_Code","FIPS_Code","states","Location","Percentage of persons below 150% poverty estimate MOE","Percentage of persons below 150% poverty estimate"
12,11,11001,11001009511,"District of Columbia","Census Tract 95.11, District of Columbia, District of Columbia",0.0,100.0
