"id","State_Code","County_Code","FIPS_Code","states","Location","Percentage_of_persons_below_150%_poverty_estimate_MOE","Percentage_of_persons_below_150%_poverty_estimate"
16,16,16081,16081960102,"Idaho","Census Tract 9601.02, Teton County, Idaho",0.0,100.0
