"id","State_Code","County_Code","FIPS_Code","states","Location","Percentage_of_persons_below_150%_poverty_estimate_MOE","Percentage_of_persons_below_150%_poverty_estimate"
28,32,32031,32031980000,"Nevada","Census Tract 9800, Washoe County, Nevada",0.0,100.0
